position,candidate_top1,oracle_top1,kl,relative_nll_delta,max_logit_error
544,248045,248045,0.00000072,1.09601536,1.56594515
545,846,846,0.00234531,0.04334746,3.77270889
546,198,198,0.95679701,0.95201938,3.39455223
547,2523,2523,0.35178502,9.95426334,4.17744637
548,198,1220,3.30923662,0.17056209,7.95886135
549,264,264,1.33622864,0.67127435,5.63116884
550,22188,22188,0.31011221,0.01923197,3.51560688
551,248046,14246,1.75639667,1.72416418,3.32481670
552,5576,5576,0.14375599,0.04568673,3.37343884
553,13,13,0.00001379,0.01426724,2.03358459
554,248046,248046,0.00110626,0.12230407,4.90377331
555,10661,10661,0.01113269,0.59708296,4.91506100
556,10804,318,1.94365939,0.39780339,4.60612726
557,11,11,0.39833833,0.41651198,3.58929539
558,248046,248046,0.13883542,0.05612160,3.25441217
559,27204,27204,1.15469713,0.84970223,3.81349015
560,948,948,0.00728062,1.52335862,3.15491629
561,248046,248046,2.25162465,0.16038541,11.34255219
562,248046,248046,0.39470927,0.03774507,6.99295950
563,248046,248046,0.11497947,0.50815812,5.53982544
564,248046,248046,0.00000092,0.10316655,6.01808548
565,198,198,0.00000000,0.10683054,1.44843483
566,248045,248045,0.00000000,0.07224470,1.44291306
567,846,846,0.00007560,16.57205621,8.09307098
568,198,198,0.00000049,1.08187573,1.76818871
569,18801,18801,0.00514970,0.50323675,2.03160238
570,220,220,0.17248475,0.64940287,1.06635666
571,20,20,0.20278905,2.34134979,3.95028830
572,248046,248046,0.01947941,0.38703476,2.05160332
573,248046,248046,0.00019287,0.08584778,1.37157154
574,248046,248046,0.00014600,0.03822677,2.49411464
575,248046,248046,0.00231998,0.08652122,2.95789957
576,248046,248046,0.23373539,0.60206896,3.61411333
577,248046,248046,0.01676633,0.20971674,1.16751575
578,248046,264,3.07305474,475.81331234,7.54678345
579,248046,248046,0.85611759,0.38365862,4.83150578
580,7916,7916,0.20430640,0.20297557,4.43046808
581,248046,248046,0.01162351,0.07010794,2.27500772
582,248046,248046,0.00000567,0.00829783,2.07494116
583,248046,248046,0.00000257,0.03156725,4.64140320
584,248046,248046,0.00975338,0.33750037,6.07481480
585,248046,248046,0.00013343,0.02068639,0.78713143
586,248046,248046,0.02116839,0.13776209,8.11245728
587,248046,248046,0.01187338,0.29650459,8.27373981
588,248046,202201,0.54137104,0.14931803,4.18894100
589,248046,248046,1.12031538,0.42362396,8.54970741
590,248046,248046,0.00011581,0.06029984,2.43228698
591,248046,248046,0.01764222,0.52560488,6.27080965
592,248046,248046,0.00143254,0.05355233,4.21247482
593,248046,248046,0.01512889,0.12795605,2.71516800
594,248046,248046,0.02623821,0.13211413,3.45715714
595,248046,248046,0.07006920,0.48439649,8.53047562
596,248046,248046,0.00005690,0.05022807,1.78940201
597,248046,248046,0.00000191,0.04147942,1.99649382
598,248046,248046,0.00007079,0.79665822,2.04840565
599,198,198,0.00000000,0.20948255,1.62317753
600,248045,248045,0.00000000,0.85520810,7.94752645
601,74455,74455,0.00367932,0.31605057,3.78029299
602,198,198,0.04534840,4.57480828,1.99985123
603,248068,248068,0.00000006,0.08513720,1.97079849
604,2404,2404,0.03181955,0.64133176,1.09075403
605,220,220,0.05189104,0.55490492,6.75934601
606,20,20,0.08564824,0.92644624,4.73277140
607,248046,248046,0.10956714,0.46310253,1.81283379
608,353,248046,0.03039221,0.29235627,1.10728526
609,1000,1000,0.08285580,0.57513751,2.41642761
610,1118,1118,0.02759213,0.43019103,1.23808956
611,2426,2426,0.01555606,0.41504974,1.22218132
612,279,279,0.00006276,0.31086275,1.76710606
613,7873,7873,0.46257712,0.10649585,4.79718542
614,4954,4954,3.57158555,0.93245786,8.62947178
615,8097,8097,0.00014330,0.53247657,3.35061693
616,11,11,0.00249174,0.23186111,1.29648733
617,1179,1179,0.00676559,0.54798131,1.90477943
618,40729,40729,0.01430659,3.00346285,3.59333944
619,279,279,0.12553902,0.94038622,6.91384220
620,10993,10993,0.76711516,0.85920552,5.12346506
621,18583,18583,0.01025671,1.06814448,7.53578615
622,13,13,0.00265025,0.13768150,1.64498603
623,248046,248046,0.00026463,0.18847573,5.35746241
624,1822,248046,3.44211698,0.99241574,5.10251141
625,6117,6117,0.49864196,0.61833522,3.61445260
626,248046,248046,0.21060754,0.34874972,3.10075974
627,369,369,0.00016378,0.24493923,0.79566383
628,47733,47733,0.02395921,0.02574942,3.84523582
629,2086,2086,0.06243568,0.09790047,7.23716927
630,132522,248046,1.08498306,0.39148925,6.75317812
631,50921,50921,0.06987177,3.72036533,4.49604225
632,248046,1345,10.57394923,3574.91295107,15.26091003
633,75401,70558,5.61742746,319.61815900,13.19879341
634,248046,248046,0.68144649,2.54952850,10.74179077
635,248046,248046,0.00011475,0.37341065,4.90643311
636,248046,1220,2.23499220,113.06794085,8.79755592
637,2830,2830,0.19865622,0.41965684,5.44615936
638,264,264,0.00368379,3.10978306,4.68979788
639,3074,248046,0.91271061,0.42198669,5.88425064
640,8978,248046,1.24953896,0.64017221,11.03136826
641,14751,14751,0.02828830,0.02050380,2.23086452
642,248046,248046,0.10232878,0.16527957,2.03852701
643,248046,248046,0.17758871,1.12414523,3.14836216
644,248046,248046,0.00009250,0.03652343,3.70309520
645,248046,248046,0.08178534,0.10363400,5.09944248
646,58740,248046,3.10833821,0.91416108,8.98771667
647,248046,1518,7.02690004,68.65781365,9.98518372
648,248046,4906,3.64167261,208.73399290,7.08848763
649,248046,248046,0.00245360,0.13893697,3.26284218
650,248046,248046,0.00273413,0.17429500,1.68521929
651,248046,248046,0.00000000,0.40176694,2.10041332
652,198,198,0.00000000,0.56300510,1.39517736
653,248045,248045,0.00002892,0.71848792,1.64968109
654,846,846,0.22852058,0.63378182,3.67661667
655,198,198,0.03305628,9.54817473,3.84218216
656,2523,2523,0.00620714,0.84497794,5.76130247
657,1220,248046,3.37706338,2.61353545,8.08434010
658,279,198,1.52957272,0.18042467,6.00182819
659,16097,16097,9.55532821,0.99959702,12.01609993
660,14246,14246,1.18652855,0.97351216,4.29956532
661,248046,248046,0.64916753,0.16983097,7.78801823
662,13,13,0.03274609,1.49343944,2.07259846
663,248046,248046,0.01550250,0.01123630,4.32713127
664,10661,10661,0.78217048,0.91599759,8.52582550
665,248046,248046,0.32236218,0.19755874,6.09371042
666,321,321,0.01877718,0.87436938,1.69743145
667,27228,248046,0.60346929,0.24269796,3.57665944
668,27204,248046,4.09681739,0.58403080,11.01602077
669,948,948,0.00949465,0.74979373,1.71793985
670,248046,248046,0.01068613,0.14129392,2.16210032
671,2785,248046,0.30181179,0.14376715,2.41277647
672,13,248046,1.35472340,0.92992292,3.63257217
673,248046,248046,0.00000105,1.80031469,2.69086885
674,198,198,0.00000000,0.27997022,1.69521523
675,248045,248045,0.00000000,0.31191499,0.91994166
676,846,846,0.00001501,0.35757965,8.45923233
677,198,198,0.00000375,5.03882845,1.94225681
678,18801,18801,0.00649244,0.85973828,2.60184813
679,248046,248046,0.00801996,0.14932397,1.31700802
680,21,248046,0.71864858,0.83198469,4.35703039
681,248046,248046,0.00010929,0.11133941,1.69820642
682,248046,248046,0.00029013,0.08809973,2.13400888
683,248046,248046,0.03855249,0.30045433,1.42643023
684,248046,248046,0.01013292,0.08362353,11.72436810
685,248046,248046,0.02886731,0.04509972,4.08233738
686,248046,248046,0.00003318,0.01101452,1.32622623
687,248046,248046,0.04518582,0.38362541,2.59913445
688,248046,248046,0.05061088,0.10322057,3.75969028
689,248046,248046,0.32238127,0.19169517,5.55943155
690,248046,248046,0.04709214,0.41853725,1.88037300
691,248046,248046,0.02571248,0.44445495,10.57589531
692,248046,248046,0.00000848,0.17259689,3.16552138
693,30800,30800,1.66601171,0.98241849,9.89445210
694,248046,11,0.12802844,0.96833305,1.56295586
695,248046,248046,0.01740493,0.12508768,3.24669361
696,248046,248046,0.03673703,0.22835886,4.11434126
697,248046,248046,0.34102411,0.70302492,7.29168463
698,248046,248046,0.00965575,0.52867040,7.89488983
699,11,248046,0.11738050,0.51482984,1.14945459
700,248046,248046,0.01896254,0.31021014,2.51056433
701,248046,248046,0.00621774,0.11926033,6.77057409
702,248046,248046,0.00317499,0.17357421,1.11050034
703,248046,248046,0.01815653,0.18520066,4.30778599
704,248046,22188,9.43387904,41.47089258,12.14825058
705,248046,248046,0.00035893,0.15877623,1.80732918
706,248046,248046,0.00057512,0.35915074,3.45725703
707,248046,248046,0.00000366,0.79757153,4.13117123
708,198,198,0.00000000,0.25716087,1.11911201
709,248045,248045,0.00000001,0.99407254,6.02606583
710,74455,74455,0.51287952,0.96912865,6.83265495
711,198,198,0.00233110,62.67218027,6.58252335
712,248068,248068,0.00006627,0.31466394,5.87478638
713,2404,2404,0.10464147,1.43398504,1.18681622
714,248046,220,0.10092693,0.90579146,1.36381483
715,21,21,0.08170867,6.17324502,1.93736315
716,248046,11,0.44924535,2.26858342,1.79526401
717,353,353,0.04074675,3.56846588,2.23843265
718,1000,1000,0.14606204,2.03654886,1.42845666
719,1118,1118,0.34589858,7.04378252,2.58290553
720,2426,2426,0.04827231,1.07258151,1.35379207
721,279,279,0.00310764,4.08070292,3.13517809
722,5638,5638,0.55985764,0.82016397,5.47785378
723,248046,8313,2.02736641,0.56197291,9.58062840
724,248046,8097,0.69462726,23.15714374,5.11201096
725,11,11,0.06518785,2.28431138,1.68633270
726,1179,1179,0.05000461,4.91157460,4.03911114
727,40729,40729,0.33192798,6.61801861,8.08753204
728,279,279,0.00930628,2.86173053,4.12178135
729,10993,10993,0.11618863,0.18012888,2.84788942
730,18583,18583,0.04678354,3.59743933,8.83618450
731,13,13,0.18735417,6.85210725,2.65536499
732,248046,248046,0.00578832,0.18408881,2.24823165
733,248046,1822,0.45375046,3.02349014,5.99420214
734,7652,7652,0.21299326,32.62251812,6.86935520
735,248046,248046,0.42827810,0.39669326,4.35974455
736,369,369,0.00085814,0.37824630,1.14376748
737,248046,47733,3.18447166,83.22050476,12.46541119
738,9722,58740,2.95629344,0.91785288,6.53460169
739,248046,33625,0.73611560,0.07708301,6.11571503
740,50921,50921,0.32342782,0.55407174,7.66871166
741,248046,248046,0.01700450,0.32144584,2.89991188
742,45543,7262,0.88076515,0.53356047,3.97310400
743,248046,248046,0.00051721,0.17644735,2.01518297
744,248046,248046,0.33074509,3.19603107,12.01075554
745,248046,248046,0.00244129,0.00411045,8.41280174
746,248046,248046,0.44888770,0.49854614,6.38687992
747,264,264,0.00018212,0.06645042,2.70892477
748,248046,248046,0.69240614,0.85877419,4.89878130
749,248046,248046,0.35515805,0.13023828,4.73037672
750,14751,14751,0.01554900,3.27086754,3.80904007
751,1931,1931,0.06007378,187.07524649,8.22347641
752,248046,248046,0.63880018,2.45977341,3.81669903
753,321,248046,0.89737141,0.94543561,11.02244663
754,248046,248046,0.86929104,3.17484542,7.41963387
755,248046,248046,0.40872864,0.56283556,10.66190338
756,248046,248046,0.00008620,0.21422750,3.16350460
757,248046,248046,0.00843512,0.07684974,11.51193714
758,248046,248046,0.00010754,0.06131637,3.22301292
759,248046,248046,0.06160163,0.58386726,1.56932914
760,248046,248046,0.00000000,0.18228255,1.97552037
761,198,198,0.00000000,0.66815582,1.02094555
762,248045,248045,0.00000167,0.38450800,1.23177338
763,846,846,0.07203771,0.58497058,1.86013377
764,198,198,0.24861605,552.60509702,3.61110306
765,248045,2523,2.08891033,52.98900860,5.62345743
766,513,198,14.34164449,0.99998037,14.92235756
767,264,198,6.23365128,19.37582991,11.22067070
768,248046,248046,0.27350148,0.19501645,4.88948870
769,248046,248046,0.11724796,0.17099492,4.29438591
770,248046,248046,0.00381281,0.01734949,1.56387651
771,248046,248046,0.00032279,0.00148679,1.20025921
772,248046,248046,0.00789429,0.05300136,1.08616078
773,248046,248046,0.00020985,0.11754234,1.37550831
774,248046,248046,0.00011726,0.03517409,1.48417544
775,248046,248046,0.00000224,0.03564139,1.87567997
776,248046,248046,0.00063530,0.12836282,1.46426606
777,248046,248046,0.00186286,0.04482180,1.17261791
778,248046,248046,0.03059240,0.14374671,0.98092866
779,313,313,0.01409890,0.00140355,0.78034782
780,313,313,0.01787686,0.05487232,1.32061386
781,313,313,0.01170397,0.08635353,0.97902775
782,248046,248046,0.00821117,0.12883445,0.74305105
783,220,220,0.03278784,0.23018367,1.18050289
784,514,514,0.01337659,0.09008583,1.21719074
785,380,380,0.02064767,0.00508796,0.71221244
786,26,26,0.02907207,0.09994987,0.68272400
787,198,248046,0.03376362,0.27088635,0.60934079
788,262,262,0.01107467,0.33028480,0.93685722
789,514,434,0.09488921,0.36690039,1.35616016
790,16502,16502,0.11088797,0.50963625,1.11229324
791,26,26,0.08777319,0.59919604,0.99857521
792,248046,248046,0.05681354,0.35538707,2.44866276
793,262,248046,2.25270177,0.91491909,9.62105179
794,514,514,0.12045449,0.67396308,3.59653068
795,14145,248046,0.08106908,0.04730419,1.07688713
796,26,26,0.07384636,0.68595560,1.31149673
797,198,248046,0.09853754,0.48533747,0.82403374
798,262,262,0.02459893,0.06335173,0.78530055
799,248046,248046,0.00049355,0.05443180,0.72910404
800,248046,248046,0.04017748,0.19983434,3.76750469
801,20114,20114,0.00987168,0.01665961,0.63213062
802,12391,12391,0.05319477,0.06397939,0.94632912
803,15,15,0.01298105,0.10058855,1.27927208
804,248046,248046,0.08058395,0.38716014,1.05889702
805,8010,8010,0.04617354,0.00248871,1.13953257
806,2153,2153,0.04842363,0.36300074,1.17284203
807,9,9,0.01299662,0.00290404,1.40544128
808,830,830,0.02004765,0.04387457,0.77548432
809,11,11,0.01144904,0.32288223,0.94766808
810,514,514,0.02230135,0.31882675,1.05881310
811,307,307,0.02141456,0.14995613,1.93068123
812,8,8,0.00142829,0.02205882,1.05232239
813,313,248046,0.01403843,0.19985077,0.93246031
814,198,198,0.00672268,0.29495993,0.98770165
815,262,262,0.00315839,0.30490051,0.94803381
816,2153,2153,0.00651772,0.05577724,1.28611279
817,994,994,0.07488382,0.01007243,1.47203064
818,283,283,0.03876939,0.50105641,1.13340187
819,220,220,0.06152250,0.49118010,3.16104984
820,15,15,0.00166963,0.37633575,1.29609966
821,13,13,0.01242212,0.23654941,0.60635376
822,15,15,0.06971855,0.61225885,0.97943687
823,69,69,0.00816364,0.45328151,1.02734566
824,26,26,0.05069128,0.65697198,1.61662245
825,198,248046,0.23228316,0.60793390,1.64226818
826,262,262,0.00960838,0.48842762,0.84029937
827,364,364,0.47517274,0.55953727,2.08846855
828,318,318,0.09064900,0.78190758,1.66453934
829,390,248046,0.68058699,0.80332853,2.39868164
830,585,585,0.08365645,0.01005080,1.50131989
831,283,283,0.20770830,0.65477003,1.33035851
832,220,248046,0.12500300,0.51926825,1.39257264
833,15,15,0.07460468,0.87242079,1.73383141
834,26,26,0.13641956,0.72972233,1.39568901
835,248046,248046,0.34393064,0.59552091,3.62167358
836,361,361,0.07328653,0.59285557,1.23357964
837,307,307,0.02995107,0.37396416,1.52962875
838,26,26,0.05348144,0.73376679,1.47136307
839,248046,248046,0.19326022,0.43101593,2.02622414
840,73,73,0.01607742,0.52662690,0.95014954
841,8,8,0.00944233,0.63113785,1.02965736
842,313,313,0.04372200,0.41812761,1.87004089
843,198,198,0.08842462,0.61338228,1.38048935
844,285,285,0.04723286,0.62938136,1.17706585
845,2542,2542,0.00506412,0.01852606,1.71979427
846,2153,514,0.15784129,0.26964453,1.36201859
847,343,343,0.04065939,0.02324883,1.53550720
848,283,283,0.19478124,0.78069822,1.94773865
849,830,830,0.03047995,0.38555479,0.78698158
850,3681,3681,0.03376059,0.58201872,0.99769402
851,5098,5098,0.02008855,0.10874127,1.74533463
852,198,248046,0.09146473,0.48155752,0.69477081
853,285,285,0.04460307,0.37079239,0.93863976
854,2542,2542,0.08282315,0.07447103,2.38368034
855,1373,1373,0.08282904,0.00381518,1.22090530
856,281,318,0.09918911,0.08651294,1.29516411
857,476,476,0.16777952,0.73791993,1.26140976
858,69,69,0.03960761,0.58921690,0.99242020
859,94679,94679,0.02317829,0.13859115,0.77280235
860,3620,3620,0.05138503,0.43655334,1.19894409
861,11,11,0.11483877,0.76394709,2.00480843
862,343,343,0.01621022,0.09385263,0.59882379
863,16,16,0.03325278,0.00763543,1.67425537
864,13,248046,0.03864532,0.31526149,0.90657473
865,20,20,0.07334057,0.20915942,2.64277601
866,69,69,0.04124577,0.56151108,0.94536972
867,11,11,0.06054121,0.45241879,1.08928847
868,2542,2542,0.05710776,0.53716948,0.87256050
869,1174,1174,0.00825236,0.34466995,1.08012390
870,198,248046,0.04440813,0.33468652,0.83229208
871,248046,248046,0.00281719,0.11881940,2.03775978
872,333,333,0.01952125,0.39216449,0.77054912
873,248046,248046,0.04415521,0.32288285,1.04993653
874,248046,248046,0.00999043,0.15326061,1.19382572
875,248046,248046,0.28764180,0.18290150,1.77880287
876,2542,2542,0.02669865,0.43701970,0.80677986
877,26,26,0.01407385,0.29943669,2.07332134
878,248046,248046,0.02847118,0.26330283,0.68853283
879,248046,248046,0.00053730,0.12680283,1.67780447
880,248046,248046,0.00000404,0.01050565,1.78877163
881,248046,248046,0.04180620,0.07991737,2.32152653
882,248046,248046,0.00349311,0.03399128,1.03095818
883,62,248046,0.02139760,0.07853719,0.85117197
884,248046,248046,0.04442212,0.32083641,0.90643120
885,248046,248046,0.00235804,0.04538699,0.80813694
886,25,25,0.01489531,0.07146449,0.84672928
887,248046,248046,0.00009617,0.03631744,1.00344896
888,248046,248046,0.00082940,0.04902544,0.79416323
889,460,460,0.01264784,0.03490948,0.90447903
890,248046,248046,0.03588725,0.28683386,0.98841333
891,220,248046,0.01348464,0.20010394,0.75875235
892,15,15,0.00583233,0.27484152,0.98357880
893,248046,248046,0.00506320,0.15968028,1.02600718
894,248046,15,0.36697893,3.18552223,6.01196003
895,248046,248046,0.00039462,0.04236554,1.29446673
896,248046,248046,0.00187025,0.07703990,1.36634314
897,248046,248046,0.00362854,0.08677182,1.18652344
898,343,343,0.02591794,0.09182221,0.92364430
899,248046,248046,0.01090771,0.14898972,0.78197098
900,869,869,0.01417598,0.25748723,0.74417257
901,248046,248046,0.01958239,0.22338184,1.27179861
902,248046,248046,0.00037828,0.06090750,0.88518262
903,19490,19490,0.03805803,0.51929317,0.97217369
904,1590,1590,0.01136055,0.20633987,0.93851399
905,248046,248046,0.02656298,0.29481332,0.80384618
906,248046,248046,0.02115832,0.23073866,1.05783939
907,2702,2702,0.00286787,0.04549591,1.53619099
908,283,1373,0.00684338,0.03775330,0.74695396
909,869,248046,0.02938732,0.05152138,0.83251619
